Time [s], RESP, PLETH, II, V, AVR, CVP
0,0.20626,0.18866,0.46552,0.53033,0.43966,37.04
0.008,0.20821,0.20137,0.46552,0.52544,0.4298,37.04
0.016,0.21017,0.21994,0.47537,0.53523,0.41995,37.04
0.024,0.21114,0.2522,0.49015,0.54501,0.41502,37.04
0.032,0.2131,0.29717,0.50493,0.5499,0.40025,37.04
0.04,0.21408,0.35288,0.51478,0.55479,0.38547,37.04
0.048,0.21603,0.4174,0.54557,0.55969,0.35468,37.04
0.056,0.21701,0.48778,0.56527,0.57045,0.3399,37.04
0.064,0.21799,0.55523,0.58498,0.58023,0.31527,37.04
0.072,0.21896,0.6129,0.5899,0.58513,0.31527,37.04
0.08,0.21994,0.6608,0.55542,0.56458,0.34483,37.04
0.088,0.22092,0.70186,0.5197,0.54501,0.37562,37.04
0.096,0.2219,0.73412,0.49015,0.53033,0.40517,37.04
0.104,0.2219,0.75855,0.46552,0.51468,0.43966,37.04
0.112,0.22287,0.77322,0.43966,0.50489,0.47044,37.04
0.12,0.22287,0.78104,0.41502,0.49511,0.49015,37.04
0.128,0.22287,0.78397,0.39532,0.49022,0.51478,37.04
0.136,0.22287,0.78201,0.38547,0.49022,0.5197,37.04
0.144,0.22287,0.77419,0.39039,0.49511,0.5197,37.04
0.152,0.2219,0.76246,0.39039,0.49022,0.5197,37.04
0.16,0.2219,0.7478,0.39532,0.48532,0.5197,37.04
0.168,0.2219,0.72923,0.39039,0.49511,0.5197,37.04
0.176,0.2219,0.7087,0.39532,0.5,0.51478,37.04
0.184,0.22092,0.68622,0.39532,0.50489,0.51478,37.04
0.192,0.21994,0.66178,0.40517,0.50978,0.50493,37.04
0.2,0.21799,0.63832,0.39532,0.51957,0.49507,37.04
0.208,0.21603,0.61779,0.42488,0.57534,0.57512,37.04
0.216,0.21505,0.59824,0.46059,0.63992,0.6601,37.04
0.224,0.2131,0.57869,0.47044,0.64971,0.74507,37.04
0.232,0.21114,0.55816,0.45443,0.48043,0.76478,37.04
0.24,0.20919,0.53666,0.4803,0.27495,0.66995,37.04
0.248,0.20821,0.51613,0.44951,0.23483,0.71552,37.04
0.256,0.20626,0.49658,0.39039,0.33953,0.7303,37.04
0.264,0.2043,0.47703,0.37562,0.42955,0.61453,37.04
0.272,0.20332,0.45943,0.41502,0.49511,0.50985,37.04
0.28,0.20137,0.44282,0.41995,0.50978,0.47044,37.04
0.288,0.20039,0.4262,0.4101,0.51468,0.44951,37.04
0.296,0.19844,0.40958,0.41502,0.51468,0.44951,37.04
0.304,0.19746,0.39296,0.4101,0.51468,0.44458,37.04
0.312,0.19648,0.37732,0.41502,0.51468,0.44458,37.04
0.32,0.1955,0.36364,0.4101,0.51468,0.44458,37.04
0.328,0.19453,0.34409,0.41995,0.51468,0.43966,37.04
0.336,0.19453,0.32649,0.41502,0.51468,0.43966,37.04
0.344,0.19453,0.31476,0.41995,0.51468,0.43473,37.04
0.352,0.19453,0.3001,0.41995,0.51468,0.43966,37.04
0.36,0.19453,0.28641,0.41995,0.50978,0.43473,37.04
0.368,0.19453,0.27468,0.41995,0.50978,0.43473,37.04
0.376,0.1955,0.26491,0.41995,0.50978,0.4298,37.04
0.384,0.19648,0.25513,0.42488,0.50978,0.43473,37.04
0.392,0.19746,0.24536,0.41995,0.50489,0.43473,37.04
0.4,0.19844,0.23656,0.41995,0.50978,0.4298,37.04
0.408,0.20039,0.22776,0.41502,0.50489,0.4298,37.04
0.416,0.20235,0.22092,0.4101,0.5,0.4298,37.04
0.424,0.2043,0.2131,0.4101,0.5,0.42488,37.04
0.432,0.20626,0.20528,0.4101,0.5,0.42488,37.04
0.44,0.20821,0.19844,0.41502,0.49511,0.41995,37.04
0.448,0.20919,0.19257,0.4101,0.49511,0.41502,37.04
0.456,0.21114,0.18866,0.40517,0.49511,0.40517,37.04
0.464,0.21212,0.18475,0.4101,0.49511,0.40025,37.04
0.472,0.2131,0.1828,0.41502,0.48532,0.40025,37.04
0.48,0.21505,0.17986,0.41502,0.48532,0.39039,37.04
0.488,0.21603,0.17791,0.41502,0.48532,0.38054,37.04
0.496,0.21701,0.17498,0.42488,0.48532,0.38054,37.04
0.504,0.21701,0.17107,0.4298,0.48532,0.38054,37.04
0.512,0.21799,0.16911,0.4298,0.48532,0.38054,37.04
0.52,0.21896,0.16813,0.43473,0.49022,0.38054,37.04
0.528,0.21994,0.16618,0.44458,0.5,0.38054,37.04
0.536,0.21994,0.16422,0.44458,0.50489,0.38547,37.04
0.544,0.21994,0.16227,0.44951,0.51468,0.39532,37.04
0.552,0.21896,0.16031,0.46059,0.51957,0.40025,37.04
0.56,0.21896,0.16031,0.46552,0.51957,0.40517,37.04
0.568,0.21799,0.16129,0.47044,0.53523,0.41502,37.04
0.576,0.21799,0.16325,0.47044,0.53523,0.42488,37.04
0.584,0.21701,0.1652,0.47044,0.53033,0.4298,37.04
0.592,0.21603,0.16716,0.47044,0.53033,0.43473,37.04
0.6,0.21505,0.16813,0.47537,0.53033,0.43473,37.04
0.608,0.21505,0.17009,0.47044,0.52544,0.43966,37.04
0.616,0.21505,0.17204,0.47044,0.53033,0.44458,37.04
0.624,0.21408,0.17302,0.47044,0.52544,0.44458,37.04
0.632,0.21408,0.174,0.47537,0.51957,0.44951,37.04
0.64,0.21408,0.17595,0.47537,0.51957,0.44951,37.04
0.648,0.21408,0.17791,0.47044,0.51957,0.44951,37.04
0.656,0.21408,0.17986,0.47044,0.51957,0.44951,37.04
0.664,0.21505,0.18182,0.47044,0.52544,0.44951,37.04
0.672,0.21505,0.1828,0.47044,0.53033,0.44458,37.04
0.68,0.21505,0.18475,0.47044,0.53033,0.44458,37.04
0.688,0.21603,0.18671,0.47044,0.53033,0.43966,37.04
0.696,0.21603,0.18866,0.47044,0.52544,0.43966,37.04
0.704,0.21701,0.19062,0.47044,0.53033,0.43966,37.04
0.712,0.21896,0.19355,0.46552,0.53033,0.43966,37.04
0.72,0.21994,0.19648,0.46552,0.53033,0.43966,37.04
0.728,0.2219,0.19941,0.47044,0.52544,0.43473,37.04
0.736,0.22287,0.20137,0.47044,0.53033,0.43966,37.04
0.744,0.22483,0.20235,0.47044,0.53033,0.43966,37.04
0.752,0.22678,0.20137,0.47044,0.53033,0.43473,37.04
0.76,0.22776,0.20039,0.4803,0.53033,0.43966,37.04
0.768,0.22972,0.19941,0.47537,0.53033,0.43966,37.04
0.776,0.23069,0.20039,0.4803,0.52544,0.43473,37.04
0.784,0.23167,0.20821,0.47537,0.52544,0.43966,37.04
0.792,0.23363,0.22483,0.47044,0.51468,0.43473,37.04
0.8,0.2346,0.2522,0.4803,0.53033,0.42488,37.04
0.808,0.23656,0.28446,0.49015,0.53033,0.41502,37.04
0.816,0.23851,0.32454,0.50493,0.53523,0.4101,37.04
0.824,0.23949,0.37732,0.51478,0.54501,0.39532,37.04
0.832,0.24047,0.43988,0.52956,0.55479,0.38054,37.04
0.84,0.24145,0.50733,0.55542,0.55969,0.35468,37.04
0.848,0.24242,0.57576,0.57512,0.57534,0.33005,37.04
0.856,0.24438,0.64027,0.59483,0.58023,0.31527,37.04
0.864,0.24536,0.6999,0.60468,0.58023,0.31034,37.04
0.872,0.24731,0.75073,0.56527,0.56458,0.3399,37.04
0.88,0.24829,0.79081,0.52956,0.54501,0.36946,37.04
0.888,0.24927,0.82111,0.49507,0.53033,0.40517,37.04
0.896,0.25024,0.84066,0.46552,0.50978,0.43473,37.04
0.904,0.25122,0.84946,0.44458,0.5,0.46059,37.04
0.912,0.2522,0.84946,0.41995,0.49511,0.49015,37.04
0.92,0.25415,0.84457,0.40025,0.49511,0.50493,37.04
0.928,0.25513,0.83382,0.39532,0.49511,0.51478,37.04
0.936,0.25611,0.81916,0.39532,0.49511,0.5197,37.04
0.944,0.25806,0.80254,0.39532,0.49511,0.5197,37.04
0.952,0.25904,0.78201,0.39532,0.49511,0.50985,37.04
0.96,0.26002,0.76051,0.40025,0.49511,0.51478,37.04
0.968,0.261,0.73607,0.39532,0.49511,0.51478,37.04
0.976,0.26197,0.70968,0.40025,0.49511,0.50985,37.04
0.984,0.26197,0.68231,0.40517,0.50978,0.50985,37.04
0.992,0.26197,0.65396,0.4101,0.51468,0.49507,37.04
1,0.261,0.62659,0.42488,0.57534,0.57512,37.04
1.008,0.261,0.60215,0.46552,0.63992,0.65025,37.04
1.016,0.26002,0.58065,0.4803,0.65558,0.74015,37.04
1.024,0.25904,0.55816,0.47537,0.5,0.75493,37.04
1.032,0.25806,0.53568,0.5,0.29941,0.67488,37.04
1.04,0.25709,0.51417,0.46059,0.24951,0.70936,37.04
1.048,0.25611,0.49365,0.40025,0.33953,0.72537,37.04
1.056,0.25513,0.47312,0.37562,0.42466,0.61946,37.04
1.064,0.25415,0.45161,0.41995,0.49511,0.50493,37.04
1.072,0.25318,0.43109,0.41995,0.50978,0.46059,37.04
1.08,0.2522,0.41251,0.4101,0.51468,0.44951,37.04
1.088,0.2522,0.39492,0.40517,0.51468,0.44951,37.04
1.096,0.25122,0.3783,0.4101,0.51468,0.44458,37.04
1.104,0.25122,0.36559,0.41502,0.51468,0.44458,37.04
1.112,0.25122,0.35679,0.41995,0.50978,0.43966,37.04
1.12,0.25024,0.348,0.41502,0.50978,0.43473,37.04
1.128,0.25024,0.34018,0.41995,0.50978,0.43473,37.04
1.136,0.25024,0.33138,0.41502,0.50978,0.43966,37.04
1.144,0.25024,0.3216,0.41995,0.50978,0.43966,37.04
1.152,0.25122,0.31281,0.41995,0.50978,0.43966,37.04
1.16,0.2522,0.30303,0.42488,0.50978,0.4298,37.04
1.168,0.25318,0.29326,0.42488,0.50978,0.4298,37.04
1.176,0.25415,0.28348,0.41995,0.5,0.4298,37.04
1.184,0.25611,0.27468,0.41502,0.5,0.43473,37.04
1.192,0.25904,0.26588,0.41995,0.5,0.42488,37.04
1.2,0.261,0.25904,0.41995,0.5,0.42488,37.04
1.208,0.26393,0.25415,0.41502,0.5,0.42488,37.04
1.216,0.26588,0.25122,0.4101,0.5,0.4298,37.04
1.224,0.26882,0.24731,0.4101,0.5,0.42488,37.04
1.232,0.27077,0.24242,0.4101,0.5,0.41995,37.04
1.24,0.2737,0.23949,0.40517,0.49022,0.4101,37.04
1.248,0.27664,0.23656,0.40517,0.48532,0.40517,37.04
1.256,0.28055,0.2346,0.4101,0.48532,0.40025,37.04
1.264,0.28348,0.23265,0.41502,0.48532,0.39532,37.04
1.272,0.28739,0.23069,0.41502,0.48532,0.39039,37.04
1.28,0.29032,0.22678,0.41502,0.48532,0.39039,37.04
1.288,0.29326,0.22287,0.41995,0.48532,0.38547,37.04
1.296,0.29619,0.21896,0.41995,0.48532,0.38054,37.04
1.304,0.29912,0.21505,0.41995,0.49022,0.38547,37.04
1.312,0.30303,0.2131,0.4298,0.49022,0.38054,37.04
1.32,0.30596,0.20919,0.42488,0.49511,0.39039,37.04
1.328,0.30987,0.20528,0.43966,0.50489,0.39039,37.04
1.336,0.31281,0.20235,0.44458,0.50978,0.39532,37.04
1.344,0.31672,0.19941,0.44458,0.50978,0.40025,37.04
1.352,0.31965,0.19746,0.44951,0.51957,0.4101,37.04
1.36,0.32258,0.19648,0.44458,0.51957,0.41995,37.04
1.368,0.32551,0.1955,0.44951,0.52544,0.4298,37.04
1.376,0.32845,0.1955,0.46059,0.53033,0.4298,37.04
1.384,0.33138,0.19648,0.46059,0.53033,0.43966,37.04
1.392,0.33431,0.19844,0.45443,0.53033,0.44458,37.04
1.4,0.33627,0.20235,0.46059,0.53523,0.44458,37.04
1.408,0.3392,0.20626,0.46059,0.53033,0.44951,37.04
1.416,0.34115,0.20919,0.45443,0.53033,0.44951,37.04
1.424,0.34409,0.21212,0.45443,0.53033,0.44951,37.04
1.432,0.34604,0.2131,0.46059,0.53033,0.44951,37.04
1.44,0.34897,0.21408,0.44951,0.53033,0.45443,37.04
1.448,0.35093,0.2131,0.46059,0.53033,0.44951,37.04
1.456,0.35386,0.21212,0.45443,0.53033,0.44951,37.04
1.464,0.35777,0.21017,0.46059,0.52544,0.44951,37.04
1.472,0.3607,0.20919,0.45443,0.53033,0.44951,37.04
1.48,0.36461,0.20821,0.46059,0.52544,0.44458,37.04
1.488,0.3695,0.20821,0.45443,0.52544,0.44951,37.04
1.496,0.37341,0.20821,0.45443,0.52544,0.44458,37.04
1.504,0.3783,0.20821,0.44951,0.52544,0.44951,37.04
1.512,0.38221,0.20919,0.45443,0.52544,0.44951,37.04
1.52,0.3871,0.20919,0.44951,0.53033,0.44951,37.04
1.528,0.39101,0.21017,0.45443,0.53033,0.44458,37.04
1.536,0.39589,0.21017,0.44951,0.53523,0.44951,37.04
1.544,0.40078,0.21017,0.46059,0.53033,0.44458,37.04
1.552,0.40469,0.21017,0.44951,0.52544,0.44951,37.04
1.56,0.40958,0.21114,0.44951,0.52544,0.44951,37.04
1.568,0.41544,0.21408,0.44951,0.53033,0.44951,37.04
1.576,0.42033,0.21994,0.45443,0.52544,0.44951,37.04
1.584,0.4262,0.23167,0.46059,0.52544,0.44458,37.04
1.592,0.43109,0.25024,0.46552,0.52544,0.43966,37.04
1.6,0.43597,0.27859,0.47044,0.53523,0.4298,37.04
1.608,0.43988,0.3089,0.49015,0.54012,0.41995,37.04
1.616,0.44379,0.34409,0.49015,0.5499,0.40517,37.04
1.624,0.44868,0.39296,0.50985,0.55479,0.39039,37.04
1.632,0.45357,0.44966,0.52463,0.56458,0.38054,37.04
1.64,0.45846,0.51222,0.54557,0.57534,0.35468,37.04
1.648,0.46334,0.57576,0.56527,0.58023,0.33498,37.04
1.656,0.46921,0.63636,0.5702,0.58513,0.33005,37.04
1.664,0.4741,0.6911,0.54557,0.57534,0.35468,37.04
1.672,0.47898,0.73803,0.50493,0.5499,0.38547,37.04
1.68,0.48387,0.77517,0.47537,0.53033,0.41995,37.04
1.688,0.48778,0.80254,0.44951,0.50978,0.43966,37.04
1.696,0.49169,0.81916,0.42488,0.50489,0.46552,37.04
1.704,0.4956,0.826,0.4101,0.5,0.49015,37.04
1.712,0.49951,0.82405,0.39039,0.49511,0.51478,37.04
1.72,0.50244,0.8172,0.38054,0.5,0.52463,37.04
1.728,0.50538,0.80547,0.38054,0.49511,0.5197,37.04
1.736,0.50831,0.78886,0.38054,0.49511,0.52463,37.04
1.744,0.51124,0.76931,0.38547,0.49511,0.5197,37.04
1.752,0.51417,0.7478,0.38547,0.5,0.51478,37.04
1.76,0.51711,0.72434,0.39532,0.5,0.51478,37.04
1.768,0.51906,0.69795,0.39532,0.49511,0.51478,37.04
1.776,0.52199,0.67253,0.39532,0.5,0.50493,37.04
1.784,0.52297,0.64614,0.40025,0.51468,0.49507,37.04
1.792,0.52493,0.62072,0.42488,0.57045,0.5702,37.04
1.8,0.52688,0.59433,0.46059,0.63014,0.65025,37.04
1.808,0.52786,0.56989,0.47044,0.64971,0.7303,37.04
1.816,0.52884,0.54839,0.49015,0.50489,0.75,37.04
1.824,0.53079,0.52493,0.5,0.29452,0.6601,37.04
1.832,0.53177,0.50342,0.46552,0.24462,0.70443,37.04
1.84,0.53275,0.48192,0.39532,0.32975,0.72044,37.04
1.848,0.53372,0.46237,0.36946,0.41977,0.61453,37.04
1.856,0.53568,0.44379,0.40025,0.49022,0.50985,37.04
1.864,0.53568,0.4262,0.40517,0.51468,0.47537,37.04
1.872,0.53666,0.4086,0.39532,0.51957,0.46552,37.04
1.88,0.53763,0.38905,0.39532,0.51468,0.45443,37.04
1.888,0.53861,0.36755,0.39532,0.51957,0.44951,37.04
1.896,0.53959,0.34702,0.39532,0.52544,0.44951,37.04
1.904,0.54057,0.32942,0.39532,0.52544,0.44951,37.04
1.912,0.54252,0.31378,0.40025,0.52544,0.44951,37.04
1.92,0.54448,0.29619,0.40517,0.51957,0.44458,37.04
1.928,0.54643,0.28055,0.4101,0.51957,0.43966,37.04
1.936,0.54936,0.26784,0.4101,0.51957,0.43966,37.04
1.944,0.55132,0.25611,0.4101,0.50978,0.43966,37.04
1.952,0.55425,0.24145,0.4101,0.50978,0.43473,37.04
1.96,0.55816,0.22776,0.41995,0.50978,0.4298,37.04
1.968,0.56109,0.21799,0.41502,0.51468,0.4298,37.04
1.976,0.56403,0.20723,0.41502,0.50978,0.4298,37.04
1.984,0.56794,0.19844,0.4101,0.50978,0.4298,37.04
1.992,0.57087,0.18866,0.41502,0.50978,0.42488,37.04
2,0.57478,0.17986,0.40517,0.50978,0.4298,37.04
2.008,0.57771,0.17302,0.40517,0.50489,0.42488,37.04
2.016,0.58162,0.16716,0.4101,0.50978,0.42488,37.04
2.024,0.58456,0.16129,0.40517,0.5,0.41995,37.04
2.032,0.58749,0.15543,0.40517,0.49511,0.41502,37.04
2.04,0.59042,0.14956,0.40025,0.49022,0.40517,37.04
2.048,0.59335,0.14467,0.40517,0.49022,0.40517,37.04
2.056,0.59629,0.14174,0.4101,0.49022,0.40025,37.04
2.064,0.6002,0.13978,0.4101,0.49022,0.39532,37.04
2.072,0.60313,0.13978,0.4101,0.49511,0.39039,37.04
2.08,0.60606,0.14076,0.4101,0.49022,0.39039,37.04
2.088,0.60899,0.14174,0.4101,0.49511,0.39039,37.04
2.096,0.61095,0.14272,0.41995,0.5,0.38054,37.04
2.104,0.61388,0.17595,0.41995,0.50489,0.38054,37.04
2.112,0.61584,0.22385,0.4298,0.50489,0.38547,37.04
2.12,0.61877,0.24829,0.43473,0.50978,0.39039,37.04
2.128,0.62072,0.25904,0.44458,0.50978,0.40025,37.04
2.136,0.62268,0.26491,0.44458,0.51957,0.4101,37.04
2.144,0.62463,0.26686,0.44951,0.52544,0.41502,37.04
2.152,0.62659,0.26588,0.44951,0.53523,0.42488,37.04
2.16,0.62854,0.26588,0.45443,0.53523,0.42488,37.04
2.168,0.62952,0.26588,0.44951,0.54012,0.43966,37.04
2.176,0.63148,0.26588,0.45443,0.53523,0.43966,37.04
2.184,0.63245,0.26686,0.46059,0.54012,0.43966,37.04
2.192,0.63343,0.26686,0.45443,0.53523,0.44458,37.04
2.2,0.63343,0.26882,0.44951,0.54012,0.44951,37.04
2.208,0.63441,0.26979,0.45443,0.53523,0.44951,37.04
2.216,0.63441,0.26979,0.45443,0.54012,0.44951,37.04
2.224,0.63441,0.26979,0.44951,0.54012,0.44951,37.04
2.232,0.63539,0.26979,0.45443,0.54012,0.44951,37.04
2.24,0.63539,0.26882,0.45443,0.53523,0.44951,37.04
2.248,0.63636,0.26882,0.44951,0.53523,0.44951,37.04
2.256,0.63734,0.26882,0.44951,0.53523,0.44951,37.04
2.264,0.63734,0.26882,0.44951,0.53523,0.44951,37.04
2.272,0.63734,0.26979,0.44458,0.53523,0.44951,37.04
2.28,0.63832,0.27077,0.44458,0.54012,0.44951,37.04
2.288,0.63832,0.27077,0.44458,0.53523,0.44951,37.04
2.296,0.6393,0.27273,0.44951,0.53523,0.44951,37.04
2.304,0.64027,0.2737,0.44458,0.53523,0.44951,37.04
2.312,0.64223,0.27468,0.45443,0.53523,0.44458,37.04
2.32,0.64418,0.2737,0.45443,0.53523,0.44458,37.04
2.328,0.64516,0.27273,0.44951,0.53523,0.44458,37.04
2.336,0.64614,0.27175,0.45443,0.53523,0.44951,37.04
2.344,0.64712,0.27077,0.45443,0.53523,0.44458,37.04
2.352,0.64712,0.27175,0.45443,0.53523,0.44458,37.04
2.36,0.64809,0.2737,0.46059,0.53523,0.44458,37.04
2.368,0.64907,0.2825,0.44951,0.53523,0.44951,37.04
2.376,0.65005,0.30205,0.45443,0.53033,0.44458,37.04
2.384,0.65103,0.3304,0.45443,0.53523,0.44458,37.04
2.392,0.652,0.36657,0.47044,0.53523,0.4298,37.04
2.4,0.65298,0.40274,0.4803,0.5499,0.42488,37.04
2.408,0.65298,0.43988,0.49015,0.55479,0.4101,37.04
2.416,0.65298,0.48387,0.50493,0.55969,0.39532,37.04
2.424,0.65298,0.52981,0.52463,0.56458,0.37562,37.04
2.432,0.65298,0.57576,0.53941,0.58023,0.35468,37.04
2.44,0.65298,0.61681,0.56034,0.59002,0.33005,37.04
2.448,0.65298,0.65298,0.5702,0.58513,0.33005,37.04
2.456,0.65298,0.68231,0.53941,0.57534,0.35468,37.04
2.464,0.65396,0.70479,0.50985,0.55479,0.38054,37.04
2.472,0.65396,0.72043,0.4803,0.53523,0.41502,37.04
2.48,0.65494,0.72923,0.46059,0.52544,0.43966,37.04
2.488,0.65494,0.73216,0.43473,0.51468,0.46059,37.04
2.496,0.65494,0.73021,0.4101,0.50978,0.49015,37.04
2.504,0.65494,0.72336,0.39532,0.50489,0.51478,37.04
2.512,0.65494,0.71457,0.39039,0.50489,0.5197,37.04
2.52,0.65396,0.70283,0.39532,0.50489,0.51478,37.04
2.528,0.65298,0.68817,0.39532,0.5,0.51478,37.04
2.536,0.652,0.67253,0.40025,0.50489,0.51478,37.04
2.544,0.65103,0.65494,0.40025,0.50489,0.50985,37.04
2.552,0.65005,0.63734,0.40025,0.50978,0.50985,37.04
2.56,0.64809,0.61975,0.40517,0.50978,0.50493,37.04
2.568,0.64712,0.60215,0.41502,0.51468,0.5,37.04
2.576,0.64614,0.58456,0.41995,0.53033,0.49015,37.04
2.584,0.64321,0.56696,0.43966,0.58513,0.57512,37.04
2.592,0.64125,0.55034,0.47537,0.63992,0.64532,37.04
2.6,0.63832,0.53666,0.48522,0.64971,0.72537,37.04
2.608,0.63539,0.52395,0.4803,0.46477,0.73522,37.04
2.616,0.6305,0.51026,0.5,0.26517,0.65517,37.04
2.624,0.62659,0.49658,0.46552,0.23483,0.69951,37.04
2.632,0.6217,0.48387,0.40025,0.34442,0.70936,37.04
2.64,0.61681,0.47214,0.38054,0.43542,0.60468,37.04
2.648,0.61193,0.46041,0.41995,0.50489,0.5,37.04
